prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
绿	绿豆汤|的|做法	菜谱	0	train	9	绿豆汤|的|做法	绿豆汤	绿萝	绿豆汤|的|功效|与|作用	绿叶|产品|怎么样	绿叶	绿色|壁纸	绿豆	绿萝|怎么|养	PAD	0.019	0.011	0.011	0.010	0.010	0.008	0.007	0.007	0.006	0.000
耳朵|后面	耳朵|后面|长|疙瘩|是|怎么回事	经验	0	train	10	耳朵|后面|长|了|个|硬|包	耳朵|后面|疼	耳朵|后面|疼|是|怎么回事	耳朵|后面|长痘痘	耳朵|后面|长|了|个|疙瘩	耳朵|后面|长|了|个|软包	耳朵|后面|长包	耳朵|后面|有|痣	耳朵|后面|长|疙瘩	耳朵|后面|长|了|个|包	0.431	0.060	0.032	0.029	0.022	0.018	0.018	0.014	0.013	0.009
芽苗菜	松柳|芽苗菜|的|做法	菜谱	0	train	10	芽苗菜|种植|技术	芽苗菜|加盟	芽苗菜|种植|视频	芽苗菜|赚钱|吗	芽苗菜|为什么|卖不出去	芽苗菜|赚钱|纯粹|是|骗局	芽苗菜|前景|如何	芽苗菜|市场	芽苗菜|一斤|的|利润	芽苗菜|图片	0.175	0.117	0.074	0.064	0.042	0.031	0.024	0.021	0.021	0.017
英语|四级	英语|四级	应用	1	train	10	英语|四级|成绩|查询	英语|四级|多少|分|过	英语|四级|考试|时间	英语|四级|报名	英语|四级|成绩|查询|入口	英语|四级|报名|时间	英语|四级|查询|入口|官网	英语|四级|分值	英语|四级|报名|官网|入口	英语|四级|成绩|查询|时间	0.306	0.035	0.031	0.023	0.021	0.017	0.015	0.012	0.012	0.012
巳	巳|月	百科	1	train	9	巳|怎么|读	巳时	巳|月	巳|怎么|读音	巳时|是|几点	巳时|出生|的|男孩	巳时|出生|的|女孩	巳|读音	巳|月|仙人|模式	PAD	0.202	0.145	0.140	0.027	0.022	0.014	0.014	0.012	0.012	0.000
菜鸟	如何|加盟|入驻|菜鸟|驿站	经验	0	train	10	菜鸟|驿站	菜鸟|裹|裹	菜鸟|裹|裹|快递|单|号|查询	菜鸟|驿站|如何|加盟	菜鸟|物流	菜鸟|教程	菜鸟|驿站|月|收入|多少|钱	菜鸟|快递	菜鸟|驿站|加盟	菜鸟|驿站|官网	0.168	0.165	0.050	0.033	0.024	0.022	0.018	0.015	0.015	0.013
血小板|压	血小板|压积|偏高	健康	1	train	10	血小板|压积|偏高	血小板|压积	血小板|压积|偏低	血小板|压积|高	血小板|压积|低	血小板|压积|偏高|的|危害	血小板|压积|偏高|的|原因	血小板|压积|是|什么|意思	血小板|压积|03	血小板|压积|032	0.465	0.217	0.168	0.026	0.014	0.010	0.010	0.008	0.007	0.007
音	酷狗|音乐	应用	1	train	10	音乐	音乐|在线|听歌曲	音标	音|在线|试听	音标|发	音标|表	音乐|下载	音乐|消防车	音乐|播放器	音序|排列	0.086	0.069	0.056	0.025	0.025	0.022	0.015	0.015	0.014	0.009
转氨酶	转氨酶|高	百科	1	train	10	转氨酶|高是|怎么回事	转氨酶|高	转氨酶|正常值	转氨酶|过高|怎么办	转氨酶|偏高	转氨酶|150|一点|都|不|严重	转氨酶|高|怎么|调理	转氨酶|高|怎么办	转氨酶|80|多|竟然|合格|了	转氨酶|高|怎么|降	0.294	0.107	0.026	0.024	0.024	0.022	0.016	0.014	0.011	0.011
远东	远东	百科	0	train	10	远东|之虎	远东|帝国	远东|国际|军阀|小说	远东|星辰|小说	远东|王|小说	远东|王庭	远东|大|枭雄|缘牧	远东|帝国|东人	远东|电缆	远东|集团	0.095	0.048	0.044	0.041	0.038	0.036	0.029	0.027	0.022	0.020
雨露	雨露|计划|官网	网站	1	train	10	雨露|计划	雨露|均|沾|什么|意思	雨露|计划|官网	雨露|均|沾	雨露|计划|资助|申请	雨露|文章|网	雨露|百事通	雨露|计划|资助|申请|2018	雨露|计划|是|什么	雨露|计划|网上|登录|入口	0.195	0.081	0.080	0.051	0.049	0.030	0.024	0.023	0.020	0.020
鑫	鑫|联盟	百科	0	train	10	鑫|联盟	鑫|怎么|读	鑫|组词	鑫方盛|网上商城	鑫|考云|校园	鑫鹏|公棚	鑫龙|集团|董事长|买|戒指	鑫|考云|校园|下载	鑫|的|拼音	鑫龙|集团|董事长	0.027	0.026	0.021	0.018	0.017	0.010	0.008	0.008	0.008	0.008
陕西|师范	陕西|师范大学	百科	1	train	10	陕西|师范大学	陕西|师范大学|官网	陕西|师范大学|研究生院	陕西|师范大学|迎新|网	陕西|师范大学|迎新|网站	陕西|师范大学|幼儿园	陕西|师范大学|研究生	陕西|师范大学|学工|网	陕西|师范大学|宿舍	陕西|师范大学|图书馆	0.678	0.033	0.031	0.019	0.013	0.012	0.010	0.010	0.009	0.007
作	作业|帮|家长|版	应用	0	train	9	作业|帮	作文	作文|大全|400|字	作文|大全	作业|帮|免费|下载	作业|帮	作文题目	作业|盒子	作文|素材	PAD	0.141	0.084	0.033	0.032	0.025	0.013	0.013	0.011	0.009	0.000
丹|栀	丹|栀|逍遥散	百科	0	train	10	丹|栀|逍遥丸	丹|栀|逍遥散	丹|栀|逍遥|胶囊	丹|栀|逍遥丸|适合|哪些|人	丹|栀|逍遥|片	丹|栀|逍遥丸|经期|能|吃|吗	丹|栀|逍遥丸|的|副作用	丹|栀|逍遥散|组成	丹|栀|逍遥丸|的|24|功效	丹|栀|逍遥丸|怎么样	0.599	0.106	0.066	0.035	0.029	0.017	0.016	0.010	0.009	0.007
丼	丼	百科	1	train	9	丼|怎么|读	丼|字|怎么|读	丼|百度|百科	丼|饭	丼|是|什么|意思	丼|念|什么	丼|读|什么	丼|的|读音	丼|什么|意思	PAD	0.545	0.095	0.041	0.039	0.027	0.022	0.021	0.021	0.020	0.000
宫颈|上	宫颈|上皮|内瘤|变	百科	0	train	10	宫颈|上长|息肉|不切行|吗	宫颈|上|有|疙瘩	宫颈|上皮|内瘤|变	宫颈|上长|了|个|囊肿|图片	宫颈|上皮|内|肿瘤	宫颈|上|米粒|疙瘩|图片	宫颈|上|有|囊肿|怎么办	宫颈|上皮|内瘤|变|三级	宫颈|上|有|囊肿	宫颈|上长|了|水泡|的|图片	0.140	0.086	0.064	0.061	0.038	0.038	0.033	0.032	0.029	0.017
白带	白带|发黄	健康	0	train	10	白带|发黄	白带|带血	白带|多|是|什么|原因	白带|多	白带|棕|褐色	白带|异常	白带|是|什么	白带|褐色	白带|发黄|是|怎么回事	白带|增多	0.083	0.046	0.042	0.033	0.027	0.021	0.017	0.017	0.011	0.010
中国|知网	中国|知网|官网	网站	1	train	10	中国|知网|官网	中国|知网|免费|入口	中国|知网|官网|入口	中国|知网|论文|查询|官网	中国|知网|首页	中国|知网|官网|首页	中国|知网|官网|登录	中国|知网|论文|查询	中国|知网|官方网站	中国|知网|免费|入口|登录	0.140	0.034	0.032	0.019	0.017	0.011	0.008	0.007	0.007	0.006
中国|知网	中国|知网	百科	0	train	10	中国|知网|官网	中国|知网|免费|入口	中国|知网|官网|入口	中国|知网|论文|查询|官网	中国|知网|首页	中国|知网|官网|首页	中国|知网|官网|登录	中国|知网|论文|查询	中国|知网|官方网站	中国|知网|免费|入口|登录	0.140	0.034	0.032	0.019	0.017	0.011	0.008	0.007	0.007	0.006
五证	五证|合一|是|哪五证	经验	1	train	10	五证|两书	五证|齐全|是|哪	五证|合一|是|哪	五证|二书	五证|合一	五证|最|难办|的|是|哪|一证	五证|齐全	五证|是|哪	五证|两书|一表	五证|不全|的|房子|能|买|吗	0.151	0.141	0.123	0.117	0.105	0.028	0.024	0.023	0.015	0.015
童歌	儿童|歌曲	歌手	0	train	10	童|歌曲|大全|100|首	童|歌儿	童|歌儿|作品	童歌|母婴|加盟	童歌|童谣	童歌|50|首	童歌|简谱	童歌|大全	童|歌儿|的|小说	童歌|母婴	0.451	0.080	0.037	0.025	0.024	0.020	0.018	0.016	0.015	0.015
第一次	第一次	百科	0	train	8	第一次|sextube	第一次|在|阳台|上|好|深	第一次|做爱	第一次|做|怎么|找|位置	第一次|坐飞机|常见|尴尬	第一次|进不去|怎么办	第一次世界大战	第一次|接|黑人|嫖客	PAD	PAD	0.040	0.025	0.014	0.012	0.011	0.008	0.008	0.007	0.000	0.000
异地	异地|就医|医保|报销|流程	经验	0	train	10	异地|恋	异地|恋|触动|人心|的话	异地|恋|情侣|暖心|小|故事	异地|办理|身份证	异地|恋|怎么|维持	异地|恋说|说	异地|补办|身份证	异地|恋|电视剧	异地|恋|感动|到|哭|情话	异地|恋该|怎么|维持	0.072	0.045	0.042	0.031	0.031	0.017	0.014	0.012	0.010	0.007
依依不舍	依依不舍|照|样子|写|词语	知道	0	train	10	依依不舍|的|意思	依依不舍|的|近义词	依依不舍|造句	依依不舍|爱过|的|人	依依不舍|的|意思|是|什么	依依不舍|的|诗句	依依不舍|的|意思	依依不舍|的|爱过|的|人	依依不舍|的|句子	依依不舍|是|什么|意思	0.299	0.082	0.053	0.052	0.029	0.024	0.023	0.023	0.023	0.015
冬天|不冷	冬天|不冷	影视	1	train	3	冬天|不冷|的|城市	冬天|不冷|电视剧	冬天|不冷|的|小说	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.206	0.194	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000
精美	精美|的|近义词	知道	1	train	9	精美壁纸	精美|散文|108|篇	精美|配图	精美|图片壁纸	精美|立体|贺卡|献给|老师	精美|的|近义词	精美|句子	精美|头像	精美|的|手编|挂饰|diy	PAD	0.041	0.022	0.019	0.019	0.016	0.016	0.012	0.011	0.011	0.000
南瓜|饭	焖|南瓜|饭	百科	0	train	10	南瓜|饭|的|做法	南瓜|饭|的|做法|大全	南瓜|饭盅	南瓜|饭|怎么|做	南瓜|饭用|电饭煲|怎么|做	南瓜|饭|的|做法|电饭煲	南瓜|饭|的|家常|做法	南瓜|饭|怎么|煮	南瓜|饭|做法	南瓜|饭|图片	0.389	0.159	0.140	0.047	0.015	0.014	0.010	0.009	0.007	0.005
喝咖啡	喝咖啡|的|女人	百科	1	train	10	喝咖啡|的|好处|和|坏处	喝咖啡|会|胖|吗	喝咖啡|的|好处	喝咖啡|能|减肥|嘛	喝咖啡|能|减肥|吗	喝咖啡|有|什么|好处	喝咖啡|的|坏处	喝咖啡|拉肚子	喝咖啡|上火|吗	喝咖啡|减肥|吗	0.327	0.124	0.044	0.041	0.026	0.019	0.017	0.011	0.010	0.010
智联|招聘	智联|招聘	网站	0	train	10	智联|招聘网	智联|招聘网|最新|招聘	智联|招聘|官方网	智联|招聘|企业|登录	智联|招聘|登陆|首页	智联|招聘|官网	智联|招聘|招聘网	智联|招聘|官网|首页	智联|招聘|郑州	智联|招聘|企业|登录|入口	0.196	0.024	0.018	0.014	0.006	0.003	0.002	0.002	0.001	0.001
大闸蟹	蒸|大闸蟹|的|做法	菜谱	1	train	10	大闸蟹|的|做法	大闸蟹|图片	大闸蟹|怎么|吃	大闸蟹|价格	大闸蟹|季节	大闸蟹|蒸|多久	大闸蟹|礼券	大闸蟹|怎么|做	大闸蟹|蒸|多长时间	大闸蟹|图片|大全|图片	0.197	0.058	0.037	0.034	0.033	0.021	0.016	0.015	0.012	0.010
快递|100	快递|100	网站	1	train	10	快递|100|单号|查询	快递|100|单号|査|询	快递|100|官网	快递|100|运单|号|查询	快递|100|查|快递|单|号	快递|100|查询	快递|100|官网|查询	快递|100|查询|单|号|查询	快递|100|单号|查询|网	快递|100|单号|查询|邮政	0.380	0.031	0.019	0.015	0.015	0.009	0.005	0.004	0.003	0.003
小|钢琴	微小|钢琴	百科	1	train	4	小|钢琴曲谱	小|钢琴|怎么|叠	小|钢琴|怎么|弹	小|钢琴|多少|钱|一台	PAD	PAD	PAD	PAD	PAD	PAD	0.254	0.249	0.132	0.060	0.000	0.000	0.000	0.000	0.000	0.000
微信|转错|账	微信|转错|账|了|怎么办	知道	1	train	10	微信|转错|账|怎么办	微信|转错|账|怎么|撤回	微信|转错|账|怎么|追回	微信|转错|账|了|怎么办	微信|转错|账|报警|有用吗	微信|转错|账能|撤回|吗	微信|转错|账|被|拉|黑	微信|转错|账|如何|撤回	微信|转错|账|500|能|追回|吗	微信|转错|账|客服|电话	0.403	0.150	0.057	0.039	0.028	0.026	0.023	0.020	0.018	0.014
为|你	为|你|诵读	应用	1	train	9	为|你|抹|去|一世|尘埃	为|你|深爱|成瘾	为|你|我|受|冷风吹	为|你|唱|一首|生日歌	为|你|抹|去|一世|尘埃|小说	为|你|作画	为|你|写诗	为|你|温暖|了|一冬	为|你|一醉|繁华	PAD	0.089	0.081	0.030	0.027	0.024	0.020	0.020	0.019	0.016	0.000
互动	小学|互动|作业	快应用	0	train	10	互动|作业	互动|作业|下载	互动|作业|在线|使用|答案	互动|小游戏	互动|作业	互动|游戏	互动|作业|在线|使用	互动|作业|下载|免费|下载	互动|百科	互动|作业组	0.476	0.124	0.038	0.032	0.032	0.030	0.016	0.013	0.012	0.011
伟	强力|伟哥	健康	0	train	10	伟哥	伟哥|的|功效|与|作用	伟哥|多少|钱|一粒	伟哥|副作用	伟大|的|诱惑|者	伟大|的|反义词	伟哥|是|什么	伟哥|吃|一粒|能干|几次	伟神	伟大|的|渺小	0.196	0.103	0.043	0.021	0.015	0.014	0.012	0.012	0.008	0.007
微办	微|办公	应用	1	train	4	微|办公	微|办公|下载|手机|版|下载	微|办公|下载	微|办公|官网	PAD	PAD	PAD	PAD	PAD	PAD	0.492	0.274	0.190	0.044	0.000	0.000	0.000	0.000	0.000	0.000
扁平足	扁平足	健康	0	train	10	扁平足|图片	扁平足|有|什么|危害	扁平足|是|什么	扁平足|的|矫正|方法	扁平足|为什么|不能|当兵	扁平足|和|正常|足|图片	扁平足|适合|穿|什么|鞋	扁平足|的|危害	扁平足|怎么|判断	扁平足|能|当兵|吗	0.176	0.084	0.074	0.061	0.035	0.018	0.015	0.012	0.011	0.007
哥廷	哥廷根|私立|应用科学|大学	百科	0	train	4	哥廷根大学	哥廷根	哥廷根大学|世界排名	哥廷根|学派	PAD	PAD	PAD	PAD	PAD	PAD	0.504	0.359	0.104	0.033	0.000	0.000	0.000	0.000	0.000	0.000
微信|聊天	微视	应用	0	train	10	微信|聊天记录|怎么|恢复	微信|聊天记录|恢复	微信|聊天|背景	微信|聊天|背景图	微信|聊天|背景图片	微信|聊天|能|恢复|吗	微信|聊天记录	微信|聊天记录|恢复器	微信|聊天|表情	微信|聊天|背景图片|大全	0.162	0.121	0.094	0.042	0.028	0.024	0.020	0.019	0.019	0.018
枣庄	枣庄	百科	1	train	10	枣庄|天气预报	枣庄|天气	枣庄|学院	枣庄|职业|学院	枣庄|科技|职业|学院	枣庄|学院|官网	枣庄|科技|职业|学院|官网	枣庄|学院|教务处	枣庄|职业|学院|官网	枣庄|百姓网	0.108	0.087	0.078	0.055	0.049	0.025	0.018	0.016	0.013	0.010
早	早|安心|语	百科	1	train	10	早|安心|语	早安|图片	早泄	早安|语录	早上好|图片	早安|问候语	早上好|的|句子	早餐|食谱	早|安心|语正|能量	早安	0.075	0.043	0.023	0.021	0.017	0.013	0.012	0.011	0.010	0.009
爱奇艺	爱奇艺	应用	1	train	10	爱奇艺|下载	爱奇艺|官网	爱奇艺|\|电视剧	爱奇艺|视频	爱奇艺|会员	爱奇艺|会员|账号|免费	爱奇艺|\	爱奇艺|app|下载	爱奇艺	爱奇|艺下|截	0.078	0.047	0.027	0.025	0.021	0.013	0.013	0.013	0.009	0.007
极品	极品|全能|学生	百科	1	train	8	极品|全能|学生	极品|透视	极品|捉|鬼|系统	极品|美女|老师	极品|仙帝|在|花都	极品|透视|保镖	极品|家丁	极品|好|儿媳	PAD	PAD	0.132	0.083	0.017	0.015	0.012	0.012	0.012	0.011	0.000	0.000
武警|医院	北京|武警|医院	健康	1	train	10	武警|医院|赵军|艳	武警|医院地址	武警|医院|体检中心|电话	武警|医院|网上|预约	武警|医院|是|三甲|医院|吗	武警|医院|皮肤科|专家	武警|医院|电话	武警|医院|创疡|灵|多少|钱	武警|医院|医生|被|杀	武警|医院|创疡|灵|怎么|买	0.151	0.049	0.018	0.018	0.017	0.016	0.015	0.011	0.011	0.008
陌陌	陌陌	音乐	0	train	8	陌陌|下载	陌陌|手机|版|官方|下载	陌陌|交友	陌陌|直播	陌陌|下载安装	陌陌|平台	陌陌|晒奶	陌陌|头像	PAD	PAD	0.129	0.032	0.023	0.017	0.009	0.009	0.008	0.008	0.000	0.000
带脉	带脉	百科	0	train	9	带脉|的|准确|位置图	带脉|不通|的|身体|表现	带脉|减肥|手法|图	带脉|穴	带脉|不通|怎么|调理	带脉|减肥|手法|视频	带脉|淤堵|照片	带脉|不通	带脉|减肥	PAD	0.284	0.156	0.071	0.058	0.029	0.021	0.012	0.012	0.011	0.000
烀	烀	百科	1	train	10	烀|苞米|多长时间	烀|肉|的|做法	烀|饼|的|做法	烀|饼	烀|豇豆|咸菜	烀|玉米	烀|饼|的|家常|做法	烀|肘子|的|家常|做法	烀|毛豆	烀|肉|放|什么|调料	0.057	0.055	0.049	0.040	0.038	0.036	0.031	0.024	0.023	0.023
牙痛	牙痛	百科	0	train	10	牙痛|怎么|快速|止痛	牙痛|怎么办	牙痛|吃|什么|药	牙痛|怎么办|快速|止痛	牙痛|图片	牙痛|的|原因	牙痛|药|甲硝唑|3|种药配	牙痛|痛苦|的|表情图	牙痛|吃|什么|药|最|管用	牙痛|有|什么|方法|止痛	0.223	0.157	0.060	0.025	0.020	0.018	0.017	0.013	0.010	0.010
平安	平安|金|管家	应用	1	train	10	平安|e|行销网	平安|e|行销	平安保险	平安|金|管家	平安|银行	平安|普惠	平安|银行|信用卡	平安|好|医生	平安保险|电话	平安|银行|电话	0.085	0.046	0.032	0.027	0.026	0.017	0.016	0.015	0.014	0.013
申通|快	申通|官网	网站	0	train	10	申通|快递|单|号|查询	申通|快递|查询	申通|快递	申通|快递|查询|单|号	申通|快递|电话	申通|快递|单|号|查询|单|号	申通|快递|单|号	申通|快递|官网	申通|快递|单|号|查询|跟踪	申通|快递|查询|单|号|查询	0.386	0.214	0.187	0.083	0.021	0.016	0.013	0.007	0.006	0.005
相	相册|管家	应用	0	train	9	相声|有|新人	相遇|顾盼|成欢|小说|免费	相机	相声	相册	相遇|顾盼|成欢	相片|尺寸	相见|欢	相亲	PAD	0.025	0.018	0.018	0.017	0.016	0.015	0.013	0.012	0.010	0.000
榴莲	榴莲|千层|的|做法	菜谱	0	train	10	榴莲|的|功效|与|作用	榴莲|不能|和|什么|一起|吃	榴莲|怎么|吃	榴莲|树	榴莲|图片	榴莲|怎么|挑	榴莲|蜜	榴莲|怎么|开	榴莲|炖鸡	榴莲|煲|鸡	0.112	0.060	0.038	0.022	0.021	0.014	0.011	0.007	0.007	0.007
快递|查询	bri|-|ems|快递|查询|单号|AU660003973SG	知道	0	train	9	快递|查询|单|号	快递|查询|单|号|查询	快递|查询|单|号|查询|追踪	快递|查询|自动识别	快递|查询	快递|查询|单|号|查询|顺丰	快递|查询|询	快递|查询|接口	快递|查询|单号|顺丰|快递	PAD	0.329	0.030	0.004	0.003	0.001	0.001	0.001	0.000	0.000	0.000
作	作业|帮|家长|版	应用	0	train	9	作业|帮	作文	作文|大全|400|字	作文|大全	作业|帮|免费|下载	作业|帮	作文题目	作业|盒子	作文|素材	PAD	0.141	0.084	0.033	0.032	0.025	0.013	0.013	0.011	0.009	0.000
等|你	等|你|等|了|那么|久	音乐	1	train	8	等|你|等|了|那么|久	等|你|爱|我	等|你|下课	等|你|等|了|那么|久|原唱	等|你|的|星光	等|你|长大|养成|h	等|你|下课|吉他谱	等|你|下课|歌词	PAD	PAD	0.104	0.082	0.067	0.041	0.029	0.025	0.021	0.021	0.000	0.000
油卷	葱油|卷|的|做法	菜谱	0	train	10	油卷|的|做法	油卷|馒头|怎么样|拧|出花	油卷|的|做法|大全|图解	油卷|的|家常|做法	油|卷子|的|做法|大全	油卷|的|做法|视频	油卷|馍|的|做法|视频教程	油卷|馍|做法	油卷|馒头|的|做法|大全	油卷|怎么|卷|好看|图片	0.291	0.275	0.129	0.057	0.037	0.025	0.024	0.019	0.018	0.016
平安	平安|普惠	应用	1	train	10	平安|e|行销网	平安|e|行销	平安保险	平安|金|管家	平安|银行	平安|普惠	平安|银行|信用卡	平安|好|医生	平安保险|电话	平安|银行|电话	0.085	0.046	0.032	0.027	0.026	0.017	0.016	0.015	0.014	0.013
胃苏	胃苏|颗粒|治|哪种|胃病	健康	0	train	10	胃苏|颗粒	胃苏|颗粒|治|哪种|胃病	胃苏|颗粒|的|功效	胃苏|颗粒|多少|钱|一盒	胃苏|颗粒|饭前|饭后	胃苏|颗粒|饭前|还是|饭后	胃苏|颗粒|的|功效|与|作用	胃苏|颗粒|副作用	胃苏|冲剂	胃苏|冲剂|的|作用|与|功效	0.460	0.169	0.147	0.026	0.018	0.014	0.014	0.014	0.013	0.009
虾|炒|韭	小河|虾|炒|韭菜	百科	0	train	2	虾|炒|韭菜	虾|炒|韭菜|的|做法	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.669	0.331	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
英语	英语|流利|说	应用	0	train	10	英语翻译	英语|四级|成绩|查询	英语|手抄报	英语|在线翻译	英语|音标	英语|四六级|成绩|查询	英语|作文	英语六级|成绩|查询	英语|四级	英语语法	0.070	0.028	0.022	0.017	0.015	0.015	0.013	0.010	0.010	0.007
林徽	林徽因|诗文集	阅读	0	train	10	林徽因	林徽因|的|诗|你|若|安好	林徽因|徐志摩	林徽因|经典语录	林徽因|作品	林徽因|和|梁思成	林徽因|图片	林徽因|的|诗	林徽因|的|三个|男人	林徽因|和|金岳霖|做过	0.526	0.047	0.046	0.030	0.023	0.020	0.020	0.015	0.013	0.012
腾讯|人工	怎么|找到|腾讯|人工|客服	知道	0	train	10	腾讯|人工|客服	腾讯|人工|客服|电话	腾讯|人工|服务|电话|400	腾讯|人工|服务	腾讯|人工|客服|电话|400	腾讯|人工|服务台|电话	腾讯|人工|电话	腾讯|人工|服务|电话	腾讯|人工|客服|在线|qq	腾讯|人工|客服|电话|多少	0.327	0.223	0.062	0.050	0.041	0.036	0.035	0.035	0.029	0.018
